Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
207.77	0.33844	1160.1	0.00086200	1.7518	1.7646	8.9571	41.048	77.148	986.89	-0.20977	undefined	undefined	0.018340	9.1900	0.10881	15.403	17.024	82.402	28.703	40.175	219.17	30.543	undefined	undefined
207.98	0.34173	1159.4	0.00086250	1.7681	1.7810	9.0354	41.040	77.170	985.54	-0.20911	undefined	undefined	0.018292	9.2740	0.10783	15.407	17.029	82.349	28.731	40.228	219.21	30.452	undefined	undefined
208.19	0.34504	1158.7	0.00086300	1.7843	1.7975	9.1137	41.033	77.192	984.19	-0.20846	undefined	undefined	0.018243	9.3586	0.10685	15.410	17.033	82.295	28.760	40.280	219.25	30.362	undefined	undefined
208.40	0.34838	1158.1	0.00086350	1.8006	1.8139	9.1919	41.025	77.214	982.85	-0.20780	undefined	undefined	0.018195	9.4438	0.10589	15.414	17.038	82.241	28.789	40.333	219.29	30.272	undefined	undefined
208.62	0.35174	1157.4	0.00086401	1.8169	1.8303	9.2701	41.017	77.237	981.50	-0.20713	undefined	undefined	0.018147	9.5296	0.10494	15.418	17.042	82.188	28.818	40.386	219.32	30.182	undefined	undefined
208.83	0.35513	1156.7	0.00086451	1.8332	1.8467	9.3482	41.009	77.259	980.15	-0.20647	undefined	undefined	0.018099	9.6159	0.10399	15.421	17.047	82.134	28.846	40.439	219.36	30.093	undefined	undefined
209.04	0.35854	1156.0	0.00086502	1.8495	1.8632	9.4262	41.001	77.282	978.80	-0.20580	undefined	undefined	0.018051	9.7029	0.10306	15.425	17.051	82.081	28.875	40.492	219.40	30.004	undefined	undefined
209.25	0.36198	1155.4	0.00086552	1.8658	1.8796	9.5042	40.994	77.305	977.46	-0.20512	undefined	undefined	0.018003	9.7905	0.10214	15.428	17.055	82.028	28.904	40.546	219.44	29.915	undefined	undefined
209.46	0.36544	1154.7	0.00086603	1.8821	1.8960	9.5821	40.986	77.328	976.11	-0.20445	undefined	undefined	0.017955	9.8787	0.10123	15.432	17.060	81.975	28.933	40.599	219.47	29.827	undefined	undefined
209.68	0.36893	1154.0	0.00086654	1.8984	1.9125	9.6599	40.978	77.352	974.76	-0.20377	undefined	undefined	0.017908	9.9675	0.10033	15.435	17.064	81.922	28.962	40.653	219.51	29.739	undefined	undefined
209.89	0.37244	1153.3	0.00086705	1.9147	1.9290	9.7377	40.971	77.375	973.42	-0.20308	undefined	undefined	0.017860	10.057	0.099434	15.439	17.069	81.870	28.990	40.707	219.55	29.652	undefined	undefined
210.10	0.37598	1152.7	0.00086756	1.9311	1.9454	9.8155	40.963	77.399	972.07	-0.20239	undefined	undefined	0.017812	10.147	0.098552	15.442	17.073	81.817	29.019	40.761	219.58	29.565	undefined	undefined
210.31	0.37954	1152.0	0.00086807	1.9474	1.9619	9.8932	40.955	77.423	970.72	-0.20170	undefined	undefined	0.017764	10.238	0.097680	15.446	17.077	81.765	29.048	40.815	219.62	29.478	undefined	undefined
210.52	0.38313	1151.3	0.00086858	1.9637	1.9783	9.9708	40.948	77.447	969.37	-0.20101	undefined	undefined	0.017716	10.329	0.096816	15.449	17.082	81.712	29.077	40.870	219.65	29.392	undefined	undefined
210.74	0.38674	1150.6	0.00086909	1.9800	1.9948	10.048	40.940	77.471	968.03	-0.20031	undefined	undefined	0.017668	10.421	0.095963	15.453	17.086	81.660	29.106	40.924	219.69	29.306	undefined	undefined
210.95	0.39038	1149.9	0.00086961	1.9964	2.0113	10.126	40.933	77.495	966.68	-0.19961	undefined	undefined	0.017621	10.513	0.095118	15.456	17.090	81.608	29.135	40.979	219.72	29.220	undefined	undefined
211.16	0.39405	1149.3	0.00087012	2.0127	2.0278	10.203	40.926	77.520	965.33	-0.19890	undefined	undefined	0.017573	10.606	0.094283	15.459	17.095	81.556	29.164	41.034	219.75	29.135	undefined	undefined
211.37	0.39774	1148.6	0.00087064	2.0290	2.0443	10.281	40.918	77.545	963.99	-0.19819	undefined	undefined	0.017525	10.700	0.093456	15.463	17.099	81.504	29.193	41.089	219.79	29.050	undefined	undefined
211.58	0.40146	1147.9	0.00087116	2.0454	2.0608	10.358	40.911	77.570	962.64	-0.19748	undefined	undefined	0.017477	10.795	0.092639	15.466	17.103	81.452	29.222	41.145	219.82	28.966	undefined	undefined
211.80	0.40520	1147.2	0.00087168	2.0617	2.0773	10.435	40.903	77.595	961.29	-0.19676	undefined	undefined	0.017430	10.890	0.091830	15.470	17.107	81.401	29.252	41.200	219.85	28.882	undefined	undefined
